gold_complex_id,gold_size,best_candidate_id,best_jaccard,category
CPX-1640,2,206.0,0.125,best_jaccard_between_0_and_0.5
CPX-1641,4,,0.0,best_jaccard_eq_0
CPX-1642,15,430.0,0.5333333333333333,best_jaccard_ge_0.5
CPX-1643,2,,0.0,best_jaccard_eq_0
CPX-1644,2,,0.0,best_jaccard_eq_0
CPX-1645,2,58.0,0.0625,best_jaccard_between_0_and_0.5
CPX-1646,3,58.0,0.058823529411764705,best_jaccard_between_0_and_0.5
CPX-1647,6,554.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1648,3,353.0,0.058823529411764705,best_jaccard_between_0_and_0.5
CPX-1649,3,,0.0,best_jaccard_eq_0
CPX-1651,43,521.0,0.49206349206349204,best_jaccard_between_0_and_0.5
CPX-1652,7,458.0,0.7777777777777778,best_jaccard_ge_0.5
CPX-1653,5,73.0,1.0,best_jaccard_ge_0.5
CPX-1654,2,708.0,0.2,best_jaccard_between_0_and_0.5
CPX-1655,3,229.0,0.125,best_jaccard_between_0_and_0.5
CPX-1656,6,418.0,1.0,best_jaccard_ge_0.5
CPX-1657,2,546.0,0.18181818181818182,best_jaccard_between_0_and_0.5
CPX-1658,2,115.0,0.2,best_jaccard_between_0_and_0.5
CPX-1659,11,115.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1660,3,11.0,0.15384615384615385,best_jaccard_between_0_and_0.5
CPX-1661,2,94.0,0.125,best_jaccard_between_0_and_0.5
CPX-1662,2,47.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1663,2,50.0,0.058823529411764705,best_jaccard_between_0_and_0.5
CPX-1664,14,462.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-1665,2,,0.0,best_jaccard_eq_0
CPX-1666,2,176.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-1667,2,176.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-1668,2,176.0,0.25,best_jaccard_between_0_and_0.5
CPX-1669,3,110.0,0.5,best_jaccard_ge_0.5
CPX-1670,2,,0.0,best_jaccard_eq_0
CPX-1671,6,199.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-1672,2,202.0,0.07142857142857142,best_jaccard_between_0_and_0.5
CPX-1673,2,,0.0,best_jaccard_eq_0
CPX-1674,2,,0.0,best_jaccard_eq_0
CPX-1675,5,342.0,0.7142857142857143,best_jaccard_ge_0.5
CPX-1676,5,211.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1677,4,522.0,1.0,best_jaccard_ge_0.5
CPX-1678,4,177.0,0.2222222222222222,best_jaccard_between_0_and_0.5
CPX-1679,4,177.0,0.375,best_jaccard_between_0_and_0.5
CPX-1680,3,177.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-1681,4,28.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-1682,3,45.0,0.25,best_jaccard_between_0_and_0.5
CPX-1683,2,301.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-1684,2,,0.0,best_jaccard_eq_0
CPX-1685,2,123.0,0.5,best_jaccard_ge_0.5
CPX-1687,2,47.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1688,2,38.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1689,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1690,2,38.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1691,2,38.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1692,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1693,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1694,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1695,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1696,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1697,2,38.0,0.125,best_jaccard_between_0_and_0.5
CPX-1698,4,256.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-1699,3,334.0,0.42857142857142855,best_jaccard_between_0_and_0.5
CPX-1700,3,334.0,0.25,best_jaccard_between_0_and_0.5
CPX-1701,2,334.0,0.125,best_jaccard_between_0_and_0.5
CPX-1702,2,334.0,0.125,best_jaccard_between_0_and_0.5
CPX-1703,2,708.0,0.2,best_jaccard_between_0_and_0.5
CPX-1704,2,,0.0,best_jaccard_eq_0
CPX-1705,2,5.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-1706,3,133.0,0.125,best_jaccard_between_0_and_0.5
CPX-1707,2,181.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-1708,3,,0.0,best_jaccard_eq_0
CPX-1709,3,42.0,0.2,best_jaccard_between_0_and_0.5
CPX-1710,3,566.0,0.75,best_jaccard_ge_0.5
CPX-1711,3,671.0,0.1,best_jaccard_between_0_and_0.5
CPX-1712,8,342.0,0.5,best_jaccard_ge_0.5
CPX-1715,4,173.0,0.18181818181818182,best_jaccard_between_0_and_0.5
CPX-1716,4,182.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-1717,6,182.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-1718,4,223.0,0.42857142857142855,best_jaccard_between_0_and_0.5
CPX-1719,5,101.0,0.7142857142857143,best_jaccard_ge_0.5
CPX-1720,3,,0.0,best_jaccard_eq_0
CPX-1721,2,,0.0,best_jaccard_eq_0
CPX-1722,2,,0.0,best_jaccard_eq_0
CPX-1726,5,482.0,0.8333333333333334,best_jaccard_ge_0.5
CPX-1730,2,,0.0,best_jaccard_eq_0
CPX-1731,7,152.0,0.5,best_jaccard_ge_0.5
CPX-1732,2,194.0,1.0,best_jaccard_ge_0.5
CPX-1733,2,570.0,0.05263157894736842,best_jaccard_between_0_and_0.5
CPX-1734,2,570.0,0.05263157894736842,best_jaccard_between_0_and_0.5
CPX-1735,2,422.0,0.06896551724137931,best_jaccard_between_0_and_0.5
CPX-1738,2,275.0,1.0,best_jaccard_ge_0.5
CPX-1739,2,,0.0,best_jaccard_eq_0
CPX-1740,2,,0.0,best_jaccard_eq_0
CPX-1742,2,,0.0,best_jaccard_eq_0
CPX-1743,2,54.0,0.25,best_jaccard_between_0_and_0.5
CPX-1744,3,,0.0,best_jaccard_eq_0
CPX-1786,3,434.0,0.42857142857142855,best_jaccard_between_0_and_0.5
CPX-1787,2,124.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1793,6,506.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-1892,3,,0.0,best_jaccard_eq_0
CPX-5304,4,434.0,0.5714285714285714,best_jaccard_ge_0.5
CPX-5321,4,58.0,0.05555555555555555,best_jaccard_between_0_and_0.5
CPX-5322,4,58.0,0.05555555555555555,best_jaccard_between_0_and_0.5
CPX-5341,2,301.0,1.0,best_jaccard_ge_0.5
CPX-1887,4,58.0,0.11764705882352941,best_jaccard_between_0_and_0.5
CPX-5401,4,58.0,0.05555555555555555,best_jaccard_between_0_and_0.5
CPX-5421,4,58.0,0.1875,best_jaccard_between_0_and_0.5
CPX-5422,4,58.0,0.1875,best_jaccard_between_0_and_0.5
CPX-5423,4,58.0,0.11764705882352941,best_jaccard_between_0_and_0.5
CPX-5424,4,58.0,0.11764705882352941,best_jaccard_between_0_and_0.5
CPX-5441,2,,0.0,best_jaccard_eq_0
CPX-5442,3,,0.0,best_jaccard_eq_0
CPX-5461,4,58.0,0.11764705882352941,best_jaccard_between_0_and_0.5
CPX-5462,4,58.0,0.11764705882352941,best_jaccard_between_0_and_0.5
CPX-1365,3,,0.0,best_jaccard_eq_0
CPX-5463,3,,0.0,best_jaccard_eq_0
CPX-5464,3,,0.0,best_jaccard_eq_0
CPX-5465,3,,0.0,best_jaccard_eq_0
CPX-5466,3,,0.0,best_jaccard_eq_0
CPX-1369,3,,0.0,best_jaccard_eq_0
CPX-5521,3,,0.0,best_jaccard_eq_0
CPX-1800,9,198.0,0.6,best_jaccard_ge_0.5
CPX-1805,5,,0.0,best_jaccard_eq_0
CPX-1806,3,,0.0,best_jaccard_eq_0
CPX-1807,5,152.0,0.4444444444444444,best_jaccard_between_0_and_0.5
CPX-1808,2,161.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-1809,3,,0.0,best_jaccard_eq_0
CPX-1810,5,442.0,0.06666666666666667,best_jaccard_between_0_and_0.5
CPX-1811,3,110.0,0.2,best_jaccard_between_0_and_0.5
CPX-1812,2,204.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1813,2,,0.0,best_jaccard_eq_0
CPX-1814,4,442.0,0.15384615384615385,best_jaccard_between_0_and_0.5
CPX-6127,5,,0.0,best_jaccard_eq_0
CPX-539,9,225.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-1830,4,,0.0,best_jaccard_eq_0
CPX-1831,5,32.0,0.25,best_jaccard_between_0_and_0.5
CPX-1832,4,71.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-1833,3,,0.0,best_jaccard_eq_0
CPX-1834,3,,0.0,best_jaccard_eq_0
CPX-1835,4,215.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-1836,3,,0.0,best_jaccard_eq_0
CPX-1837,4,,0.0,best_jaccard_eq_0
CPX-1838,2,,0.0,best_jaccard_eq_0
CPX-1840,8,98.0,1.0,best_jaccard_ge_0.5
CPX-1846,3,94.0,0.42857142857142855,best_jaccard_between_0_and_0.5
CPX-1848,2,,0.0,best_jaccard_eq_0
CPX-1849,3,,0.0,best_jaccard_eq_0
CPX-1850,2,84.0,0.4,best_jaccard_between_0_and_0.5
CPX-1851,5,366.0,0.3125,best_jaccard_between_0_and_0.5
CPX-1852,10,50.0,0.625,best_jaccard_ge_0.5
CPX-1853,4,322.0,0.18181818181818182,best_jaccard_between_0_and_0.5
CPX-1854,4,434.0,0.1,best_jaccard_between_0_and_0.5
CPX-1855,4,435.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-1856,3,99.0,0.17647058823529413,best_jaccard_between_0_and_0.5
CPX-1857,3,99.0,0.17647058823529413,best_jaccard_between_0_and_0.5
CPX-1858,3,99.0,0.17647058823529413,best_jaccard_between_0_and_0.5
CPX-1859,3,99.0,0.17647058823529413,best_jaccard_between_0_and_0.5
CPX-1861,5,201.0,0.2222222222222222,best_jaccard_between_0_and_0.5
CPX-1862,3,390.0,0.06976744186046512,best_jaccard_between_0_and_0.5
CPX-1863,3,94.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-1864,2,713.0,0.25,best_jaccard_between_0_and_0.5
CPX-1865,2,829.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1866,2,829.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1867,4,66.0,0.375,best_jaccard_between_0_and_0.5
CPX-1868,2,66.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1869,5,70.0,0.125,best_jaccard_between_0_and_0.5
CPX-6643,3,,0.0,best_jaccard_eq_0
CPX-608,6,338.0,0.21052631578947367,best_jaccard_between_0_and_0.5
CPX-675,19,338.0,0.8,best_jaccard_ge_0.5
CPX-392,6,,0.0,best_jaccard_eq_0
CPX-6864,2,,0.0,best_jaccard_eq_0
CPX-6865,2,,0.0,best_jaccard_eq_0
CPX-1192,16,155.0,0.3684210526315789,best_jaccard_between_0_and_0.5
CPX-1193,16,622.0,0.3888888888888889,best_jaccard_between_0_and_0.5
CPX-6928,2,,0.0,best_jaccard_eq_0
CPX-6930,2,,0.0,best_jaccard_eq_0
CPX-1872,3,523.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-1873,9,494.0,0.8888888888888888,best_jaccard_ge_0.5
CPX-1686,4,47.0,0.125,best_jaccard_between_0_and_0.5
CPX-1881,5,175.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-1882,4,244.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1883,4,244.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-1884,3,46.0,0.15789473684210525,best_jaccard_between_0_and_0.5
CPX-1885,8,614.0,0.35294117647058826,best_jaccard_between_0_and_0.5
CPX-1886,3,14.0,0.25,best_jaccard_between_0_and_0.5
CPX-1888,16,346.0,0.7058823529411765,best_jaccard_ge_0.5
CPX-1889,16,346.0,0.8125,best_jaccard_ge_0.5
CPX-1890,8,354.0,1.0,best_jaccard_ge_0.5
CPX-1891,2,1.0,0.125,best_jaccard_between_0_and_0.5
CPX-1893,3,542.0,0.08823529411764706,best_jaccard_between_0_and_0.5
CPX-1894,6,526.0,0.7142857142857143,best_jaccard_ge_0.5
CPX-1895,4,63.0,0.375,best_jaccard_between_0_and_0.5
CPX-1896,5,63.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-2662,12,446.0,0.5263157894736842,best_jaccard_ge_0.5
CPX-1898,4,60.0,0.1,best_jaccard_between_0_and_0.5
CPX-1899,2,,0.0,best_jaccard_eq_0
CPX-1900,4,,0.0,best_jaccard_eq_0
CPX-1604,47,26.0,0.6296296296296297,best_jaccard_ge_0.5
CPX-7884,7,63.0,0.07692307692307693,best_jaccard_between_0_and_0.5
CPX-7885,7,63.0,0.07692307692307693,best_jaccard_between_0_and_0.5
CPX-8127,2,131.0,0.25,best_jaccard_between_0_and_0.5
CPX-8171,2,,0.0,best_jaccard_eq_0
CPX-8172,2,,0.0,best_jaccard_eq_0
CPX-8559,2,142.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-1091,4,259.0,0.4,best_jaccard_between_0_and_0.5
CPX-3211,5,210.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-784,3,103.0,0.2,best_jaccard_between_0_and_0.5
CPX-8568,3,103.0,0.2,best_jaccard_between_0_and_0.5
CPX-1792,4,31.0,0.4444444444444444,best_jaccard_between_0_and_0.5
CPX-9181,7,72.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-1901,3,,0.0,best_jaccard_eq_0
CPX-1903,3,,0.0,best_jaccard_eq_0
CPX-1904,3,,0.0,best_jaccard_eq_0
CPX-1905,2,,0.0,best_jaccard_eq_0
CPX-1906,2,,0.0,best_jaccard_eq_0
CPX-26486,2,,0.0,best_jaccard_eq_0
CPX-1197,7,833.0,0.2727272727272727,best_jaccard_between_0_and_0.5
CPX-1939,10,222.0,0.75,best_jaccard_ge_0.5
CPX-1940,6,222.0,0.5454545454545454,best_jaccard_ge_0.5
CPX-1947,3,530.0,1.0,best_jaccard_ge_0.5
CPX-1028,3,272.0,0.6666666666666666,best_jaccard_ge_0.5
CPX-26727,2,,0.0,best_jaccard_eq_0
CPX-26729,2,58.0,0.0625,best_jaccard_between_0_and_0.5
CPX-26731,3,233.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-2091,4,13.0,0.5714285714285714,best_jaccard_ge_0.5
CPX-2101,3,259.0,1.0,best_jaccard_ge_0.5
CPX-2110,4,33.0,0.4444444444444444,best_jaccard_between_0_and_0.5
CPX-2112,3,109.0,0.2,best_jaccard_between_0_and_0.5
CPX-2122,14,486.0,0.14285714285714285,best_jaccard_between_0_and_0.5
CPX-2156,8,768.0,0.3,best_jaccard_between_0_and_0.5
CPX-2225,3,151.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-2262,31,61.0,0.6744186046511628,best_jaccard_ge_0.5
CPX-2267,2,,0.0,best_jaccard_eq_0
CPX-2281,2,,0.0,best_jaccard_eq_0
CPX-2321,3,164.0,0.5,best_jaccard_ge_0.5
CPX-2371,2,,0.0,best_jaccard_eq_0
CPX-2523,5,618.0,0.4,best_jaccard_between_0_and_0.5
CPX-2533,16,534.0,0.5882352941176471,best_jaccard_ge_0.5
CPX-2541,2,,0.0,best_jaccard_eq_0
CPX-2566,4,227.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-2581,2,295.0,1.0,best_jaccard_ge_0.5
CPX-2660,17,394.0,0.7222222222222222,best_jaccard_ge_0.5
CPX-2678,2,,0.0,best_jaccard_eq_0
CPX-2680,2,,0.0,best_jaccard_eq_0
CPX-2723,3,109.0,0.2,best_jaccard_between_0_and_0.5
CPX-2800,3,382.0,0.42857142857142855,best_jaccard_between_0_and_0.5
CPX-2854,3,206.0,0.42857142857142855,best_jaccard_between_0_and_0.5
CPX-2894,2,,0.0,best_jaccard_eq_0
CPX-2902,2,,0.0,best_jaccard_eq_0
CPX-2910,2,129.0,0.14285714285714285,best_jaccard_between_0_and_0.5
CPX-2918,2,,0.0,best_jaccard_eq_0
CPX-2921,2,237.0,0.14285714285714285,best_jaccard_between_0_and_0.5
CPX-2923,2,237.0,0.14285714285714285,best_jaccard_between_0_and_0.5
CPX-2935,2,,0.0,best_jaccard_eq_0
CPX-2937,3,,0.0,best_jaccard_eq_0
CPX-2944,6,208.0,0.25,best_jaccard_between_0_and_0.5
CPX-2946,3,131.0,0.375,best_jaccard_between_0_and_0.5
CPX-2948,2,,0.0,best_jaccard_eq_0
CPX-2950,2,,0.0,best_jaccard_eq_0
CPX-3028,2,,0.0,best_jaccard_eq_0
CPX-3034,2,85.0,0.125,best_jaccard_between_0_and_0.5
CPX-3036,2,,0.0,best_jaccard_eq_0
CPX-3037,2,,0.0,best_jaccard_eq_0
CPX-3038,2,,0.0,best_jaccard_eq_0
CPX-3040,2,,0.0,best_jaccard_eq_0
CPX-3055,7,203.0,0.5714285714285714,best_jaccard_ge_0.5
CPX-3056,4,203.0,1.0,best_jaccard_ge_0.5
CPX-3069,3,131.0,0.375,best_jaccard_between_0_and_0.5
CPX-3070,6,233.0,0.25,best_jaccard_between_0_and_0.5
CPX-3074,2,131.0,0.1111111111111111,best_jaccard_between_0_and_0.5
CPX-3078,2,32.0,0.1,best_jaccard_between_0_and_0.5
CPX-3087,4,,0.0,best_jaccard_eq_0
CPX-3088,5,289.0,0.16666666666666666,best_jaccard_between_0_and_0.5
CPX-3139,2,,0.0,best_jaccard_eq_0
CPX-3146,2,,0.0,best_jaccard_eq_0
CPX-3155,13,486.0,0.6428571428571429,best_jaccard_ge_0.5
CPX-3158,6,90.0,0.2857142857142857,best_jaccard_between_0_and_0.5
CPX-3159,2,,0.0,best_jaccard_eq_0
CPX-3163,2,196.0,1.0,best_jaccard_ge_0.5
CPX-3172,5,54.0,0.08333333333333333,best_jaccard_between_0_and_0.5
CPX-3179,2,,0.0,best_jaccard_eq_0
CPX-3180,2,,0.0,best_jaccard_eq_0
CPX-3184,3,147.0,0.2222222222222222,best_jaccard_between_0_and_0.5
CPX-3185,3,147.0,0.2222222222222222,best_jaccard_between_0_and_0.5
CPX-3188,6,132.0,0.14285714285714285,best_jaccard_between_0_and_0.5
CPX-3196,5,178.0,0.125,best_jaccard_between_0_and_0.5
CPX-3207,5,729.0,0.3333333333333333,best_jaccard_between_0_and_0.5
CPX-3212,4,,0.0,best_jaccard_eq_0
CPX-3215,2,773.0,0.11764705882352941,best_jaccard_between_0_and_0.5
CPX-3226,21,322.0,0.72,best_jaccard_ge_0.5
CPX-3231,8,118.0,0.15384615384615385,best_jaccard_between_0_and_0.5
CPX-3233,5,28.0,0.08333333333333333,best_jaccard_between_0_and_0.5
CPX-3234,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3238,2,1.0,0.125,best_jaccard_between_0_and_0.5
CPX-3241,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3242,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3243,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3244,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3248,3,,0.0,best_jaccard_eq_0
CPX-3249,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3250,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3253,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3254,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3255,5,60.0,0.09090909090909091,best_jaccard_between_0_and_0.5
CPX-3265,6,131.0,0.2727272727272727,best_jaccard_between_0_and_0.5
CPX-3279,2,,0.0,best_jaccard_eq_0
CPX-3281,14,138.0,0.1875,best_jaccard_between_0_and_0.5
CPX-3284,10,221.0,0.9,best_jaccard_ge_0.5
CPX-3294,2,230.0,1.0,best_jaccard_ge_0.5
CPX-3298,3,,0.0,best_jaccard_eq_0
